template,entry_id,mechanism_id
[*:1](~[*:2]~[*:3]~[*:4]~[O&D2&v2&H0&0*&!R:5]-[P&D4&v5&H0&0*&!R:6])~[*:7]~[*:8]~[*:9]~[*:10]~[*:11]~[*:12]~[*:13]~[*:14]~[*:15]~[S&D2&v2&H0&0*&!R:16]-[C&D3&v4&H0&0*&!R&z2:17]=[O&D1&v2&H0&0*&!R:18].[C&D2&v4&H2&0*&!R&z1:19]-[O&D2&v2&H0&0*&!R:20]~[*:21]~[*:22]~[*:23]~[*:24]~[*:25]~[*:26]~[*:27]~[*:28]~[*:29]~[*:30]~[*:31]~[*:32]~[*:33]~[S&D1&v2&H1&0*&!R:34]>>[*:24](~[*:23]~[*:22]~[*:21]~[O&D2&v2&H0&0*&!R:20]-[P&D4&v5&H0&0*&!R:6])~[*:25]~[*:26]~[*:27]~[*:28]~[*:29]~[*:30]~[*:31]~[*:32]~[*:33]~[S&D1&v2&H1&0*&!R:34].[C&D2&v4&H2&0*&!R&z1:19]-[O&D2&v2&H0&0*&!R:5]~[*:4]~[*:3]~[*:2]~[*:1]~[*:7]~[*:8]~[*:9]~[*:10]~[*:11]~[*:12]~[*:13]~[*:14]~[*:15]~[S&D2&v2&H0&0*&!R:16]-[C&D3&v4&H0&0*&!R&z2:17]=[O&D1&v2&H0&0*&!R:18],[291],[1]
[C&D2&v4&H2&0*&!R&z0:1]-[C&D3&v4&H0&0*&!R&z2:2]-[O&D1&v2&H1&0*&!R:3].[S&D2&v2&H0&0*&!R:4]-[C&D3&v4&H0&0*&!R&z3:5]=[O&D1&v2&H0&0*&!R:6]>>[C&D2&v4&H2&0*&!R&z0:1]-[C&D3&v4&H0&0*&!R&z2:5]=[O&D1&v2&H0&0*&!R:6].[O&D1&v2&H0&0*&!R:3]=[C&D2&v4&H0&0*&!R&z2:2].[S&D1&v2&H1&0*&!R:4],[292],[1]
[C&D2&v4&H1&0*&!R&z0:1]=[C&D2&v4&H1&0*&!R&z0:2].[c&D3&v4&H0&0*&R&z1:3]1:[c&D3&v4&H0&0*&R&z1:4](-[O&D1&v2&H1&0*&!R:5]):[c&D3&v4&H0&0*&R&z0:6]:[c&D3&v4&H0&0*&R&z0:7]:[c&D3&v4&H0&0*&R&z1:8](-[O&D1&v2&H1&0*&!R:9]):[c&D3&v4&H0&0*&R&z1:10]:1>>[C&D2&v4&H2&0*&!R&z0:1]-[C&D2&v4&H2&0*&!R&z0:2].[C&D3&v4&H0&0*&R&z1:3]1=[C&D3&v4&H0&0*&R&z1:10]-[C&D3&v4&H0&0*&R&z1:8](=[O&D1&v2&H0&0*&!R:9])-[C&D3&v4&H0&0*&R&z0:7]=[C&D3&v4&H0&0*&R&z0:6]-[C&D3&v4&H0&0*&R&z1:4]-1=[O&D1&v2&H0&0*&!R:5],[294],[1]
[*:1](~[O&D1&v2&H1&0*&!R:2])~[O&D2&v2&H0&0*&!R:3]-[C&D2&v4&H2&0*&!R&z1:4].[P&D4&v5&H0&0*&!R:5](-[O&D1&v2&H1&0*&!R:6])-[O&D2&v2&H0&0*&!R:7]~[*:8](~[O&D1&v2&H1&0*&!R:9])~[O&D2&v2&H0&0*&!R:10]-[P&D4&v5&H0&0*&!R:11]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[O&D2&v2&H0&0*&!R:3]-[P&D4&v5&H0&0*&!R:11].[P&D4&v5&H0&0*&!R:5](-[O&D1&v2&H1&0*&!R:6])-[O&D2&v2&H0&0*&!R:7]~[*:8](~[O&D1&v2&H1&0*&!R:9])~[O&D2&v2&H0&0*&!R:10]-[C&D2&v4&H2&0*&!R&z1:4],[296],[1]
[O&D1&v2&H0&0*&!R:1]=[C&D2&v4&H1&0*&!R&z1:2].[O&D1&v2&H0&0*&!R:3]=[C&D2&v4&H1&0*&!R&z1:4]-[C&D3&v4&H0&0*&!R&z2:5]-[O&D1&v2&H1&0*&!R:6]>>[O&D1&v2&H0&0*&!R:6]=[C&D2&v4&H0&0*&!R&z2:5].[O&D1&v2&H0&0*&!R:3]=[C&D2&v4&H1&0*&!R&z1:4]-[C&D3&v4&H1&0*&!R&z1:2]-[O&D1&v2&H1&0*&!R:1],[298],[1]
[C&D2&v4&H2&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:2]~[*:3]~[O&D1&v2&H1&0*&!R:4].[P&D4&v5&H0&0*&!R:5](-[O&D1&v2&H1&0*&!R:6])-[O&D2&v2&H0&0*&!R:7]~[*:8]~[O&D2&v2&H0&0*&!R:9]-[P&D4&v5&H0&0*&!R:10]-[O&D1&v2&H1&0*&!R:11]>>[*:3](~[O&D1&v2&H1&0*&!R:4])~[O&D2&v2&H0&0*&!R:2]-[P&D4&v5&H0&0*&!R:10]-[O&D1&v2&H1&0*&!R:11].[C&D2&v4&H2&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:9]~[*:8]~[O&D2&v2&H0&0*&!R:7]-[P&D4&v5&H0&0*&!R:5]-[O&D1&v2&H1&0*&!R:6],[299],[1]
[O&D0&v2&H2&0*&!R:1].[O&D2&v2&H0&0*&!R:2]-[P&D4&v5&H0&0*&!R:3](-[O&D1&v2&H1&0*&!R:4])~[*:5]~[*:6]~[*:7]~[O&D1&v2&H1&0*&!R:8]>>[O&D1&v2&H1&0*&!R:2].[P&D4&v5&H0&0*&!R:3](-[O&D1&v2&H1&0*&!R:1])(-[O&D1&v2&H1&0*&!R:4])~[*:5]~[*:6]~[*:7]~[O&D1&v2&H1&0*&!R:8],[300],[1]
([C&D3&v4&H0&0*&!R&z2:1]-[O&D1&v2&H1&0*&!R:2].[N&D2&v3&H1&0*&!R:3]).[P&D4&v5&H0&0*&!R:4](=[O&D1&v2&H0&0*&!R:5])-[O&D2&v2&H0&0*&!R:6]~[*:7](~[O&D1&v2&H1&0*&!R:8])~[*:9]~[*:10]~[O&D1&v2&H1&0*&!R:11]>>[*:7](~[O&D1&v2&H1&0*&!R:6])(~[O&D1&v2&H1&0*&!R:8])~[*:9]~[*:10]~[O&D1&v2&H1&0*&!R:11].[N&D3&v3&H0&0*&R:3]-[C&D3&v4&H0&0*&R&z2:1].[P&D4&v5&H0&0*&!R:4](=[O&D1&v2&H0&0*&!R:5])-[O&D1&v2&H1&0*&!R:2],[303],[1]
[O&D1&v2&H1&0*&!R:1]-[C&D3&v4&H1&0*&R&z1:2]~[*:3](~[C&D3&v4&H1&0*&R&z1:4](-[C&D3&v4&H1&0*&R&z2:5](-[O&D2&v2&H0&0*&R:6])-[O&D1&v2&H1&0*&!R:7])-[O&D1&v2&H1&0*&!R:8])~[O&D1&v2&H1&0*&!R:9]>>([O&D1&v2&H0&0*&!R:1]=[C&D3&v4&H0&0*&!R&z1:2]~[*:3](~[O&D1&v2&H1&0*&!R:9])~[C&D3&v4&H1&0*&!R&z1:4](-[O&D1&v2&H1&0*&!R:8])-[C&D2&v4&H2&0*&!R&z1:5]-[O&D1&v2&H1&0*&!R:7].[O&D1&v2&H1&0*&!R:6]),"[308, 308]","[1, 2]"
[*:1](~[O&D1&v2&H1&0*&!R:2])~[C&D3&v4&H1&0*&R&z1:3]-[O&D1&v2&H1&0*&!R:4].[C&D3&v4&H0&0*&!R&z2:5](=[O&D1&v2&H0&0*&!R:6])-[O&D1&v2&H1&0*&!R:7].[P&D4&v5&H0&0*&!R:8](-[O&D1&v2&H1&0*&!R:9])-[O&D2&v2&H0&0*&!R:10]~[*:11](~[O&D1&v2&H1&0*&!R:12])~[*:13]~[*:14]~[O&D1&v2&H1&0*&!R:15]>>[*:11](~[O&D1&v2&H1&0*&!R:10])(~[O&D1&v2&H1&0*&!R:12])~[*:13]~[*:14]~[O&D1&v2&H1&0*&!R:15].[*:1](~[O&D1&v2&H1&0*&!R:2])~[C&D3&v4&H1&0*&R&z1:3]-[O&D2&v2&H0&0*&!R:7]-[C&D3&v4&H0&0*&!R&z2:5]=[O&D1&v2&H0&0*&!R:6].[P&D4&v5&H0&0*&!R:8](-[O&D1&v2&H1&0*&!R:4])-[O&D1&v2&H1&0*&!R:9],[309],[1]
[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[P&D4&v5&H0&0*&!R:4](=[O&D1&v2&H0&0*&!R:5])(-[O&D1&v2&H1&0*&!R:6])-[O&D2&v2&H0&0*&!R:7]-[P&D4&v5&H0&0*&!R:8]-[O&D1&v2&H1&0*&!R:9].[*:10](~[O&D1&v2&H1&0*&!R:11])~[C&D3&v4&H0&0*&!R&z2:12](=[O&D1&v2&H0&0*&!R:13])-[O&D1&v2&H1&0*&!R:14].[C&D3&v4&H0&0*&!R&z2:15]-[O&D1&v2&H1&0*&!R:16]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[P&D4&v5&H0&0*&!R:4](=[O&D1&v2&H0&0*&!R:5])(-[O&D1&v2&H1&0*&!R:16])-[O&D1&v2&H1&0*&!R:6].[C&D3&v4&H0&0*&!R&z2:15]-[O&D2&v2&H0&0*&!R:11]~[*:10]~[C&D3&v4&H0&0*&!R&z2:12](=[O&D1&v2&H0&0*&!R:13])-[O&D1&v2&H1&0*&!R:14].[P&D4&v5&H0&0*&!R:8](-[O&D1&v2&H1&0*&!R:7])-[O&D1&v2&H1&0*&!R:9],[310],[1]
[O&D1&v2&H0&0*&!R:1]=[C&D3&v4&H0&0*&!R&z2:2](-[O&D1&v2&H1&0*&!R:3])-[C&D3&v4&H1&0*&!R&z1:4](-[C&D2&v4&H2&0*&!R&z1:5]-[O&D1&v2&H1&0*&!R:6])~[*:7]~[*:8]~[O&D1&v2&H1&0*&!R:9]>>[C&D1&v4&H2&0*&!R&z0:5]=[C&D3&v4&H0&0*&!R&z1:4](~[*:7]~[*:8]~[O&D1&v2&H1&0*&!R:9])-[C&D3&v4&H0&0*&!R&z2:2](=[O&D1&v2&H0&0*&!R:1])-[O&D1&v2&H1&0*&!R:3].[O&D0&v2&H2&0*&!R:6],[311],[1]
[C&D3&v4&H1&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:2].[c&D3&v4&H0&0*&R&z0:3]1:[c&D2&v4&H1&0*&R&z0:4]:[c&D2&v4&H1&0*&R&z0:5]:[c&D2&v4&H1&0*&R&z1:6]:[n&D3&v4&H0&+&R:7]:[c&D2&v4&H1&0*&R&z1:8]:1>>[C&D3&v4&H0&0*&R&z0:3]1=[C&D2&v4&H1&0*&R&z1:8]-[N&D3&v3&H0&0*&R:7]-[C&D2&v4&H1&0*&R&z1:6]=[C&D2&v4&H1&0*&R&z0:5]-[C&D2&v4&H2&0*&R&z0:4]-1.[O&D1&v2&H0&0*&!R:2]=[C&D3&v4&H0&0*&!R&z1:1],"[312, 593]","[1, 1]"
[N&D1&v3&H2&0*&!R:1].[N&D1&v3&H2&0*&!R:2]-[C&D3&v4&H0&0*&!R&z3:3](=[O&D1&v2&H0&0*&!R:4])-[N&D2&v3&H1&0*&!R:5].[P&D4&v5&H0&0*&!R:6](=[O&D1&v2&H0&0*&!R:7])-[O&D2&v2&H0&0*&!R:8]~[*:9](~[O&D1&v2&H0&0*&!R:10])~[*:11]~[*:12]~[O&D1&v2&H1&0*&!R:13]>>[N&D1&v3&H1&0*&!R:2]=[C&D3&v4&H0&0*&!R&z3:3](-[N&D2&v3&H1&0*&!R:5])-[N&D2&v3&H1&0*&!R:1].[O&D1&v2&H0&0*&!R:10]~[*:9](~[O&D1&v2&H1&0*&!R:8])~[*:11]~[*:12]~[O&D1&v2&H1&0*&!R:13].[P&D4&v5&H0&0*&!R:6](=[O&D1&v2&H0&0*&!R:7])-[O&D1&v2&H1&0*&!R:4],[316],[1]
[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[O&D1&v2&H1&0*&!R:3].[N&D1&v3&H2&0*&!R:4].[P&D4&v5&H0&0*&!R:5]-[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7]-[O&D1&v2&H1&0*&!R:8]>>[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[N&D2&v3&H1&0*&!R:4].[P&D4&v5&H0&0*&!R:7](-[O&D1&v2&H1&0*&!R:6])-[O&D1&v2&H1&0*&!R:8].[P&D4&v5&H0&0*&!R:5]-[O&D1&v2&H1&0*&!R:3],[317],[1]
[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[O&D1&v2&H1&0*&!R:3].[C&D3&v4&H1&0*&R&z1:4]-[O&D1&v2&H1&0*&!R:5].[P&D4&v5&H0&0*&!R:6](-[O&D1&v2&H1&0*&!R:7])-[O&D2&v2&H0&0*&!R:8]~[*:9]~[O&D1&v2&H1&0*&!R:10]>>[*:9](~[O&D1&v2&H1&0*&!R:8])~[O&D1&v2&H1&0*&!R:10].[C&D3&v4&H1&0*&R&z1:4]-[O&D2&v2&H0&0*&!R:3]-[C&D3&v4&H0&0*&!R&z2:1]=[O&D1&v2&H0&0*&!R:2].[P&D4&v5&H0&0*&!R:6](-[O&D1&v2&H1&0*&!R:5])-[O&D1&v2&H1&0*&!R:7],[318],[1]
[C&D2&v4&H1&0*&R&z0:1]=[C&D2&v4&H1&0*&R&z0:2].[C&D3&v4&H0&0*&R&z0:3]1=[C&D2&v4&H1&0*&R&z1:4]-[N&D3&v3&H0&0*&R:5]-[C&D2&v4&H1&0*&R&z1:6]=[C&D2&v4&H1&0*&R&z0:7]-[C&D2&v4&H2&0*&R&z0:8]-1>>[C&D2&v4&H2&0*&R&z0:1]-[C&D2&v4&H2&0*&R&z0:2].[c&D3&v4&H0&0*&R&z0:3]1:[c&D2&v4&H1&0*&R&z0:8]:[c&D2&v4&H1&0*&R&z0:7]:[c&D2&v4&H1&0*&R&z1:6]:[n&D3&v4&H0&+&R:5]:[c&D2&v4&H1&0*&R&z1:4]:1,[319],[1]
[O&D1&v2&H0&0*&!R:1]=[C&D3&v4&H0&0*&!R&z1:2]-[C&D2&v4&H2&0*&!R&z1:3]-[O&D1&v2&H1&0*&!R:4]>>[O&D1&v2&H0&0*&!R:4]=[C&D2&v4&H1&0*&!R&z1:3]-[C&D3&v4&H1&0*&!R&z1:2]-[O&D1&v2&H1&0*&!R:1],"[324, 324]","[1, 2]"
[C&D2&v4&H1&0*&R&z0:1]=[C&D3&v4&H0&0*&R&z0:2](-[C&D3&v4&H0&0*&!R&z2:3](=[O&D1&v2&H0&0*&!R:4])-[O&D1&v2&H1&0*&!R:5])-[C&D2&v4&H1&0*&R&z0:6]=[C&D2&v4&H1&0*&R&z0:7]-[C&D3&v4&H1&0*&R&z1:8]-[O&D1&v2&H1&0*&!R:9]>>[C&D2&v4&H1&0*&R&z0:1]=[C&D2&v4&H1&0*&R&z0:2]-[C&D2&v4&H1&0*&R&z0:6]=[C&D3&v4&H0&0*&R&z0:7](-[C&D3&v4&H0&0*&!R&z2:3](=[O&D1&v2&H0&0*&!R:4])-[O&D1&v2&H1&0*&!R:5])-[C&D3&v4&H1&0*&R&z1:8]-[O&D1&v2&H1&0*&!R:9],[325],[1]
[C&D1&v4&H2&0*&!R&z0:1]=[C&D3&v4&H0&0*&!R&z1:2]-[O&D2&v2&H0&0*&!R:3]-[P&D4&v5&H0&0*&!R:4]-[O&D1&v2&H1&0*&!R:5].[O&D1&v2&H1&0*&!R:6]>>[C&D1&v4&H3&0*&!R&z0:1]-[C&D3&v4&H0&0*&!R&z1:2]=[O&D1&v2&H0&0*&!R:5].[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:4]-[O&D1&v2&H1&0*&!R:3],[326],[1]
[C&D3&v4&H0&0*&!R&z2:1]-[O&D1&v2&H1&0*&!R:2].[P&D4&v5&H0&0*&!R:3](-[O&D1&v2&H1&0*&!R:4])-[O&D2&v2&H0&0*&!R:5]-[P&D4&v5&H0&0*&!R:6]-[O&D1&v2&H1&0*&!R:7]>>[C&D3&v4&H0&0*&!R&z2:1]-[O&D2&v2&H0&0*&!R:5]-[P&D4&v5&H0&0*&!R:6]-[O&D1&v2&H1&0*&!R:7].[P&D4&v5&H0&0*&!R:3](-[O&D1&v2&H1&0*&!R:2])-[O&D1&v2&H1&0*&!R:4],[327],[1]
[N&D2&v3&H1&0*&!R:1]-[C&D3&v4&H1&0*&R&z2:2](-[O&D2&v2&H0&0*&R:3])-[C&D3&v4&H1&0*&R&z1:4]-[O&D1&v2&H1&0*&!R:5]>>([N&D2&v3&H1&0*&!R:1]-[C&D2&v4&H2&0*&!R&z1:2]-[C&D3&v4&H0&0*&!R&z1:4]=[O&D1&v2&H0&0*&!R:5].[O&D1&v2&H1&0*&!R:3]),[328],[1]
[C&D2&v4&H2&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:2]~[*:3](~[O&D1&v2&H1&0*&!R:4])~[*:5]~[*:6]~[*:7]~[*:8]1~[*:9]~[*:10]~[C&D3&v4&H0&0*&R&z1:11](=[O&D1&v2&H0&0*&!R:12])-[C&D3&v4&H1&0*&R&z1:13]~[*:14]~1>>[C&D2&v4&H2&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:4]~[*:3](~[O&D1&v2&H1&0*&!R:2])~[*:5]~[*:6]~[*:7]~[*:8]1~[*:9]~[*:10]~[C&D3&v4&H0&0*&R&z1:11](=[O&D1&v2&H0&0*&!R:12])-[C&D3&v4&H1&0*&R&z1:13]~[*:14]~1,[329],[2]
([C&D2&v4&H2&0*&!R&z1:1].[C&D3&v4&H0&0*&!R&z2:2]=[O&D1&v2&H0&0*&!R:3])>>([C&D2&v4&H2&0*&!R&z1:2].[C&D3&v4&H0&0*&!R&z2:1]=[O&D1&v2&H0&0*&!R:3]),[330],[1]
[C&D1&v4&H3&0*&!R&z1:1]-[S&D3&v3&H0&+&!R:2].[n&D2&v3&H1&0*&R:3]>>[S&D2&v2&H0&0*&!R:2].[n&D3&v3&H0&0*&R:3]-[C&D1&v4&H3&0*&!R&z1:1],[332],[1]
[C&D3&v4&H0&0*&!R&z1:1](=[O&D1&v2&H0&0*&!R:2])-[C&D3&v4&H0&0*&!R&z2:3]-[O&D1&v2&H1&0*&!R:4].[O&D1&v2&H0&0*&!R:5]=[C&D2&v4&H1&0*&!R&z1:6]>>[C&D3&v4&H0&0*&!R&z1:1](=[O&D1&v2&H0&0*&!R:2])-[C&D3&v4&H1&0*&!R&z1:6]-[O&D1&v2&H1&0*&!R:5].[O&D1&v2&H0&0*&!R:4]=[C&D2&v4&H0&0*&!R&z2:3],[333],[1]
[C&D3&v4&H1&0*&!R&z1:1]-[C&D2&v4&H2&0*&!R&z0:2]-[C&D2&v4&H2&0*&!R&z0:3]-[C&D2&v4&H2&0*&!R&z0:4]>>[C&D3&v4&H1&0*&!R&z1:1]-[C&D2&v4&H2&0*&!R&z0:3]-[C&D2&v4&H2&0*&!R&z0:2]-[C&D2&v4&H2&0*&!R&z0:4],[334],[1]
[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[O&D2&v2&H0&0*&!R:3].[O&D0&v2&H2&0*&!R:4]>>[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[O&D1&v2&H1&0*&!R:4].[O&D1&v2&H1&0*&!R:3],"[337, 740, 866, 922]","[1, 1, 1, 1]"
[O&D1&v2&H1&0*&!R:1].[O&D2&v2&H0&0*&!R:2]-[C&D3&v4&H1&0*&R&z2:3]>>[O&D1&v2&H1&0*&!R:2].[O&D2&v2&H0&0*&!R:1]-[C&D3&v4&H1&0*&R&z2:3],"[339, 622]","[1, 1]"
[C&D4&v4&H0&0*&R&z2:1]-[O&D2&v2&H0&0*&!R:2].[O&D1&v2&H1&0*&!R:3]>>[O&D1&v2&H1&0*&!R:2].[O&D2&v2&H0&0*&!R:3]-[C&D4&v4&H0&0*&R&z2:1],[340],[1]
[C&D2&v4&H1&0*&!R&z0:1]=[C&D2&v4&H1&0*&!R&z0:2]-[C&D2&v4&H2&0*&!R&z0:3]-[C&D3&v4&H0&0*&!R&z2:4]=[O&D1&v2&H0&0*&!R:5]>>[C&D2&v4&H2&0*&!R&z0:1]-[C&D2&v4&H1&0*&!R&z0:2]=[C&D2&v4&H1&0*&!R&z0:3]-[C&D3&v4&H0&0*&!R&z2:4]=[O&D1&v2&H0&0*&!R:5],"[341, 499]","[1, 1]"
[C&D4&v4&H0&0*&!R&z1:1](-[O&D1&v2&H1&0*&!R:2])-[C&D2&v4&H2&0*&!R&z0:3]>>[C&D3&v4&H0&0*&!R&z0:1]=[C&D2&v4&H1&0*&!R&z0:3].[O&D0&v2&H2&0*&!R:2],[343],[1]
[O&D0&v2&H2&0*&!R:1].[c&D3&v4&H0&0*&R&z0:2](-[C&D2&v4&H1&0*&!R&z0:3]=[C&D2&v4&H1&0*&!R&z0:4]-[C&D3&v4&H0&0*&!R&z2:5]=[O&D1&v2&H0&0*&!R:6]):[c&D2&v4&H1&0*&R&z0:7]:[c&D2&v4&H1&0*&R&z0:8]:[c&D3&v4&H0&0*&R&z1:9]-[O&D1&v2&H1&0*&!R:10]>>[C&D1&v4&H3&0*&!R&z0:4]-[C&D3&v4&H0&0*&!R&z2:5]=[O&D1&v2&H0&0*&!R:6].[c&D3&v4&H0&0*&R&z0:2](-[C&D2&v4&H1&0*&!R&z1:3]=[O&D1&v2&H0&0*&!R:1]):[c&D2&v4&H1&0*&R&z0:7]:[c&D2&v4&H1&0*&R&z0:8]:[c&D3&v4&H0&0*&R&z1:9]-[O&D1&v2&H1&0*&!R:10],[347],[1]
[C&D2&v4&H1&0*&R&z0:1]=[C&D3&v4&H0&0*&R&z0:2]-[C&D2&v4&H2&0*&R&z0:3]-[C&D3&v4&H0&0*&R&z1:4]=[O&D1&v2&H0&0*&!R:5]>>[C&D2&v4&H2&0*&R&z0:1]-[C&D3&v4&H0&0*&R&z0:2]=[C&D2&v4&H1&0*&R&z0:3]-[C&D3&v4&H0&0*&R&z1:4]=[O&D1&v2&H0&0*&!R:5],[349],[2]
[C&D1&v4&H3&0*&!R&z1:1]-[S&D3&v3&H0&+&!R:2].[N&D1&v3&H2&0*&!R:3]>>[N&D2&v3&H1&0*&!R:3]-[C&D1&v4&H3&0*&!R&z1:1].[S&D2&v2&H0&0*&!R:2],"[350, 691, 703]","[1, 1, 1]"
([C&D3&v4&H1&0*&R&z1:1]-[O&D2&v2&H0&0*&R:2].[O&D1&v2&H1&0*&!R:3])>>([C&D3&v4&H1&0*&R&z1:1]-[O&D2&v2&H0&0*&R:3].[O&D1&v2&H1&0*&!R:2]),[351],[1]
([C&D2&v4&H2&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:2].[P&D4&v5&H0&0*&!R:3]-[O&D2&v2&H0&0*&!R:4])>>([O&D1&v2&H1&0*&!R:4].[P&D4&v5&H0&0*&!R:3]-[O&D2&v2&H0&0*&!R:2]-[C&D2&v4&H2&0*&!R&z1:1]),[352],[1]
[C&D1&v4&H2&0*&!R&z0:1]=[C&D3&v4&H0&0*&!R&z1:2]-[C&D3&v4&H0&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4].[C&D3&v4&H0&0*&R&z0:5]1=[C&D2&v4&H1&0*&R&z1:6]-[N&D3&v3&H0&0*&R:7]-[C&D2&v4&H1&0*&R&z1:8]=[C&D2&v4&H1&0*&R&z0:9]-[C&D2&v4&H2&0*&R&z0:10]-1>>[C&D3&v4&H1&0*&!R&z1:2](-[C&D1&v4&H3&0*&!R&z0:1])-[C&D3&v4&H0&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4].[c&D3&v4&H0&0*&R&z0:5]1:[c&D2&v4&H1&0*&R&z0:10]:[c&D2&v4&H1&0*&R&z0:9]:[c&D2&v4&H1&0*&R&z1:8]:[n&D3&v4&H0&+&R:7]:[c&D2&v4&H1&0*&R&z1:6]:1,[353],[1]
[C&D2&v4&H1&0*&R&z0:1]=[C&D3&v4&H0&0*&R&z0:2]-[C&D2&v4&H2&0*&R&z0:3]-[C&D3&v4&H1&0*&R&z1:4]-[O&D1&v2&H1&0*&!R:5].[O&D1&v2&H0&0*&!R:6]=[O&D1&v2&H0&0*&!R:7]>>[C&D2&v4&H1&0*&R&z0:1]=[C&D3&v4&H0&0*&R&z0:2]-[C&D2&v4&H2&0*&R&z0:3]-[C&D3&v4&H0&0*&R&z1:4]=[O&D1&v2&H0&0*&!R:5].[O&D1&v2&H1&0*&!R:6]-[O&D1&v2&H1&0*&!R:7],[354],[1]
[O&D1&v2&H1&0*&!R:1].[O&D2&v2&H0&0*&!R:2]-[C&D3&v4&H1&0*&R&z2:3]-[O&D2&v2&H0&0*&R:4]>>[O&D1&v2&H1&0*&!R:2].[O&D2&v2&H0&0*&!R:1]-[C&D3&v4&H1&0*&R&z2:3]-[O&D2&v2&H0&0*&R:4],[356],[1]
[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[O&D1&v2&H1&0*&!R:4].[O&D2&v2&H0&0*&!R:5]-[C&D3&v4&H1&0*&R&z2:6]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[O&D2&v2&H0&0*&!R:4]-[C&D3&v4&H1&0*&R&z2:6].[O&D1&v2&H1&0*&!R:5],[356],[2]
[c&D2&v4&H1&0*&R&z1:1]:[c&D3&v4&H0&0*&R&z0:2]-[C&D2&v4&H2&0*&!R&z1:3]-[n&D3&v4&H0&+&R:4].[n&D2&v3&H0&0*&R:5]>>[c&D2&v4&H1&0*&R&z1:1]:[c&D3&v4&H0&0*&R&z0:2]-[C&D2&v4&H2&0*&!R&z1:3]-[n&D3&v4&H0&+&R:5].[n&D2&v3&H0&0*&R:4],[357],[2]
[N&D1&v3&H2&0*&!R:1].[N&D3&v3&H0&0*&!R:2]-[C&D2&v4&H1&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4]>>[N&D2&v3&H1&0*&!R:2].[O&D1&v2&H0&0*&!R:4]=[C&D2&v4&H1&0*&!R&z2:3]-[N&D2&v3&H1&0*&!R:1],[363],[2]
[C&D2&v4&H2&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:2]~[*:3](~[O&D1&v2&H0&0*&!R:4])~[*:5]~[*:6]~[O&D1&v2&H0&0*&!R:7].[n&D2&v3&H0&0*&R:8]>>[C&D2&v4&H2&0*&!R&z1:1]-[n&D3&v4&H0&+&R:8].[O&D1&v2&H0&0*&!R:4]~[*:3](~[O&D1&v2&H1&0*&!R:2])~[*:5]~[*:6]~[O&D1&v2&H0&0*&!R:7],[364],[3]
[C&D2&v4&H2&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:2].[P&D4&v5&H0&0*&!R:3](-[O&D1&v2&H1&0*&!R:4])-[O&D2&v2&H0&0*&!R:5]-[P&D4&v5&H0&0*&!R:6]-[O&D1&v2&H1&0*&!R:7]>>[C&D2&v4&H2&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:5]-[P&D4&v5&H0&0*&!R:6]-[O&D1&v2&H1&0*&!R:7].[P&D4&v5&H0&0*&!R:3](-[O&D1&v2&H1&0*&!R:2])-[O&D1&v2&H1&0*&!R:4],[365],[2]
